created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Dec 08 16:40:13 +0000 2023;1733164589167362159;"@herricahyadi balikin aja ke camp sebelum di indo atau pindahin ke tujuan selanjutnya, bikin gaduh indonesia aja itu orang rohingya di indonesia.";0;0;0;0;in;1085774011638804480;1732752205101641933;arifmustofa__;https://twitter.com/arifmustofa__/status/1733164589167362159
Fri Dec 08 16:39:55 +0000 2023;1733164514714271931;"Anies Resmikan Gardu Listrik MRT Di Jakarta Selatan, Bukti Kesuksesan Tanpa Keringat ? Si Ahlinya Tinggal Terima Jadi !!  === BEM UGM The K2 jungkook Rohingya Indro Pil 1 Komika Pil 2 NPWP Pil 3 https://t.co/0cRSKGRjdz";0;0;1;1;in;1534159359890292736;1733164514714271931;FeraniRikzan;https://twitter.com/FeraniRikzan/status/1733164514714271931
Fri Dec 08 16:39:54 +0000 2023;1733164510834307361;"@Metro_TV Min coba buat pooling rohingya Di terika atau dintolak. Soalnya meresahkan sekali";0;0;0;0;in;751374714518564864;1733094107533209749;PiCoinWallet;https://twitter.com/PiCoinWallet/status/1733164510834307361
Fri Dec 08 16:39:52 +0000 2023;1733164501539963030;"Jejak digital barbarnya Rohingya yg ngaku muslim to tak beradab   USIR ROHINGYA, TANPA PERLU IJIN DR PBB https://t.co/U6jxOVg1xx";0;0;0;0;in;1168102826624483329;1733164501539963030;ENS53311139;https://twitter.com/ENS53311139/status/1733164501539963030
Fri Dec 08 16:39:37 +0000 2023;1733164437140619547;"Jakarta Saja Gagal, Apalagi Indonesia !!  === BEM UGM The K2 jungkook Rohingya Indro Pil 1 Komika Pil 2 NPWP Pil 3 https://t.co/ePlHM3Q5i8";0;0;1;1;in;1534148590855000064;1733164437140619547;AmandaIhsanudd1;https://twitter.com/AmandaIhsanudd1/status/1733164437140619547
Fri Dec 08 16:39:30 +0000 2023;1733164411282735328;"Inilah suasana warga Subang unjuk rasa untuk meminta pengungsi Rohingya dipindahkan dari Sabang.. #suasana #warga #sabang #unjukrasa #pengungsi #Rohingya #dipindahkan #promedia #ruangharian https://t.co/CeR3Sx9yhZ";0;0;0;0;in;1703252642011721728;1733164411282735328;ElisonParsa;https://twitter.com/ElisonParsa/status/1733164411282735328
Fri Dec 08 16:39:09 +0000 2023;1733164323063939090;"@jokowi Pulangkan saja orang2 rohingya kenegara asalnya dr pada menjadi beban di masyarakat dan negara.lihatlah rakyat indonesia masih byk yg menderita Rohingya palestina bedah jau.rakyat palestina lebih memilih mati dr pada meningalkan negaranya mental orang palestina sangatlah tanguh.";0;0;0;0;in;1503082647509417984;1733084460172845500;kalahgemet;https://twitter.com/kalahgemet/status/1733164323063939090
Fri Dec 08 16:39:07 +0000 2023;1733164313194741911;""kalau rohingya engga salah kenapa pada kabur dari myanmar" 2019 ada video org2 rohingya di rakhine DIBAKARIN IDUP2 tuh not enough reason buat kabur apa bgmn????????????????????";0;2;0;0;in;1134393923382571009;1733164313194741911;hehcin;https://twitter.com/hehcin/status/1733164313194741911
Fri Dec 08 16:39:04 +0000 2023;1733164301912064517;"Menolak Lengah !! Agenda Masih Sama Seperti Awal, Ada Kelompok Radikal Militan Dibalik Pencapresan Anies, Bersiap Bangkitkan Negara Khilafah  === BEM UGM The K2 jungkook Rohingya Indro Pil 1 Komika Pil 2 NPWP Pil 3 https://t.co/KrGXM07jTl";0;1;1;1;in;1534071172945833989;1733164301912064517;AgustiHilary;https://twitter.com/AgustiHilary/status/1733164301912064517
Fri Dec 08 16:38:40 +0000 2023;1733164199906590803;"Sehat dan sukses selalu pak ganjar dan keluarga  BEM UGM Indro Komika Pil 1 Rohingya The K2 Pil 2 NPWP Pil 3 https://t.co/dL0IJqNw0f";0;0;1;3;in;1533700751733624832;1733164199906590803;berita_jabarku;https://twitter.com/berita_jabarku/status/1733164199906590803
Fri Dec 08 16:38:40 +0000 2023;1733164199503938030;"@bagas_pratamaP @neohistoria_id @Happiestgirl48 @m_marshel Semoga ada titik terang bagi rohingya, agar bisa di akui di Myanmar sebagai etnis juga disana.  Kasihan, terombang ambing di lautan.";0;0;0;0;in;1482677119939653634;1733028831932629243;folklore13_1989;https://twitter.com/folklore13_1989/status/1733164199503938030
Fri Dec 08 16:38:32 +0000 2023;1733164164418584823;"Ganjar Tuntaskan IKN  BEM UGM Indro Komika Pil 1 Rohingya The K2 Pil 2 NPWP Pil 3 https://t.co/J9Cfmeqk8m";0;0;1;1;in;1534143003031650304;1733164164418584823;RahayuSianne;https://twitter.com/RahayuSianne/status/1733164164418584823
Fri Dec 08 16:38:13 +0000 2023;1733164084877803921;"@PanjarPranow0w @txtdrimedia lu ga berhak ngomong karna lu ga bergesekan langsung sama mereka. kenapa lu mikir kasian pengungsi rohingya sedangkan warga aceh juga lebih tersiksa karna ini.";0;0;0;0;in;1083251903885041665;1733014768930402812;wahhleo;https://twitter.com/wahhleo/status/1733164084877803921
Fri Dec 08 16:38:08 +0000 2023;1733164065760112685;"@AZulfajrin @iwanrivandi @RioMuhary @AvaSiRem dukungan kuat dari perusahaan media jurnalis yg udah dikenal dimana mana, sdh semakin bertambah kepercayaan masyarakat atas statement negatif terhadap rohingya, jadi kalau diminta jawaban aku berpihak kemana, mungkin kembali lagi ke masyarakat aceh siap enggak menerima rohingya?";0;0;0;0;in;1608170796748505088;1733068475097399520;IlhamNursyamsiA;https://twitter.com/IlhamNursyamsiA/status/1733164065760112685
Fri Dec 08 16:37:48 +0000 2023;1733163979898520006;"RESULT JAKARTA POOLS 23.00 &gt  08  NOVEMBER 2023 SAH &gt  4243 Shio &gt  AYAM Selamat untuk member yang JP #JAKARTAPOOLS23 #togelonline #datatogel #yupitoto #bandartogelterpercaya #situsjudionline #Luton #Rohingya #THEBAT https://t.co/iypvGssT1M";0;0;0;0;in;1564996124397580289;1733163979898520006;yupitoto;https://twitter.com/yupitoto/status/1733163979898520006
Fri Dec 08 16:37:42 +0000 2023;1733163958335602846;"@PhiIIipee @neohistoria_id @Happiestgirl48 @m_marshel Mereka pengunsi2 selain rohingya tdak mengeluh ketika di kasih makanan  Dmn bumi di pijak di situ langit di junjung, hargailah dan mereka akan menghargaimu";0;0;0;0;in;839514504576708608;1733028831932629243;joniavtar;https://twitter.com/joniavtar/status/1733163958335602846
Fri Dec 08 16:37:37 +0000 2023;1733163934289658330;"@bulskibulbul @AshHulls @tubirfess Orang orang kayak gue yang mana? Gue sebelumnya ga bahas apapun ttg R. Seingat gue, pertama kali gue bahas R di meme itu. Tapi ketika ada orang yang bilang warga aceh jahat apa salah gue bilang apa alasannya kami menolak? Gue juga membela rohingya. https://t.co/uDpK5d1mUl";0;1;0;0;in;1213114825393336321;1732406642334204173;snowinsahara;https://twitter.com/snowinsahara/status/1733163934289658330
Fri Dec 08 16:36:56 +0000 2023;1733163762910445880;"@geloraco Dibalik kerasnya penolakan pengungsi Rohingya ternyata ada juga yg mendukung dan siap menerima kedatangan mereka. https://t.co/sRlSdEOlV8";0;0;0;0;in;953618614707343361;1732949128651698595;Dinsamaza;https://twitter.com/Dinsamaza/status/1733163762910445880
Fri Dec 08 16:36:46 +0000 2023;1733163723169415385;"@kinderrry nambahin ya... sifat asli rohingya https://t.co/jJhpdAzigV";0;0;0;0;in;1625364578958983170;1732516761029706132;fyfyafiya;https://twitter.com/fyfyafiya/status/1733163723169415385
Fri Dec 08 16:36:46 +0000 2023;1733163721298756059;"@neohistoria_id @m_marshel Keknya ada misinformasi dimasyarakat soal pengungsi Rohingya deh min, sampe timbul kebencian seperti itu";0;0;0;0;in;3045414368;1733028831932629243;kamandhakas;https://twitter.com/kamandhakas/status/1733163721298756059
Fri Dec 08 16:36:26 +0000 2023;1733163635634290887;"Malam BEM UGM open vcs bugil bisa skrng wa : 0898-5512-979 #vcs Rohingya the K2 https://t.co/QkMKtV9uH6";0;0;5;5;in;1702341776319901696;1733163635634290887;Mandaaa17820;https://twitter.com/Mandaaa17820/status/1733163635634290887
Fri Dec 08 16:35:55 +0000 2023;1733163507942899969;"@PhiIIipee @neohistoria_id @Happiestgirl48 @m_marshel Jgn bawa2 kemanusian kalau mereka sdiri tdk memanusiakan lingkungan skitar  Pngungsi2 yg ada di Indonesia selain rohingya,mereka kebanyakan sadar diri min Menjaga lingkungan tetap membersihkan lingkungan t4 tinggal mereka";0;1;0;0;in;839514504576708608;1733028831932629243;joniavtar;https://twitter.com/joniavtar/status/1733163507942899969
Fri Dec 08 16:35:31 +0000 2023;1733163407321477518;"@Ryou0q @Sempaqbadaq @neohistoria_id @m_marshel seandainya aja nih, seandainya aja ya. kalo ternyata polanya sama gimana? lu, atau netizen yg bela rohingya lainnya berani ga maju di barisan plg depan lawan mereka seandainya terjadi kudeta kyk israel?  tanda2nya udh ada, rohingya bnyk yg fasih inggris lho..";0;0;0;0;in;81513542;1733028831932629243;abyegone;https://twitter.com/abyegone/status/1733163407321477518
Fri Dec 08 16:35:30 +0000 2023;1733163400992342290;"Ganjar Capres ter Satset!!! #GAMA #MahfudMD #GanjarPranowo #TuanKuRakyat #Gandara #gandaraindonesia #JumatBerkah  #MyDemonEp5 #BungaHatiSalmaSalsabil #ZhaoLusi #DohKyungSoo MAKHLUK ITEM IQOO12 Malam Pil 1 Seneng The K2 BEM UGM Pil 2 Jakal Pil 3 Rohingya Komika Indro https://t.co/vkQBURb7uz";0;0;0;0;in;1687037836774735872;1733163400992342290;gandara_indo;https://twitter.com/gandara_indo/status/1733163400992342290
Fri Dec 08 16:35:13 +0000 2023;1733163331349786836;"@tvOneNews Sebetulnya bukan nyinyir pak! Tapi memang program itu cukup bagus untuk orang-orang yang membutuhkan.. seperti pengungsi rohingya!  Tapi tidak menyelesaikan masalah untuk rakyat Indonesia, karena rakyat Indonesia bukan mental Pengemis dan tidak seperti rutinitas Pemilu yang tiap…";0;0;0;0;in;1338433730550095873;1733154802421666246;Hudakeyy;https://twitter.com/Hudakeyy/status/1733163331349786836
Fri Dec 08 16:33:53 +0000 2023;1733162994560041221;"@savicali Elu ajh yg gagal jd manusia, manusia otak sampah lu. Trus warga sendiri d kesampingkan gitu, rakyat Indonesia jg masih banyak yg kesusahan, mgkanya tuh suruh org" Rohingya punya akhlak baik, kmaren ajh udh d kasih enk malah ngelunjak, jd wjar ajh kalo d Myanmar d bantai, TOLOL sh";0;0;0;0;in;832822478200115200;1732945060369752567;shoopeaa;https://twitter.com/shoopeaa/status/1733162994560041221
Fri Dec 08 16:33:19 +0000 2023;1733162851370696717;"KELUARAN TOGEL HONGKONG HARI INI 08 DESEMBER 2023 #MyDemonEp5 #PinkFriday2 #LastTwilightSeriesEP5 #PitBabeEP4 #NCT127 #JumatBerkah . . . . :::The K2 Jungkook Rohingya NPWP Komika Pil 1 Ayaka Pil 3 Pil 2 Myanmar https://t.co/wisZpM1nmJ";0;0;0;0;in;1447433460830781444;1733162851370696717;medanslot;https://twitter.com/medanslot/status/1733162851370696717
Fri Dec 08 16:33:16 +0000 2023;1733162838703898675;"@paiNFTs1 @lalunaattiree @_e_g_a_n_ perang? kau bilang perang? sipil loh ini. bukan milisi. Yg perang itu kelompok Aung San Suu Kyi. dan Rohingya ini juga dipersekusi oleh partai ini. baca sejarah Burma makanya";0;0;0;0;in;1536947530813952000;1732748770717430201;Leonidas666_;https://twitter.com/Leonidas666_/status/1733162838703898675
Fri Dec 08 16:33:15 +0000 2023;1733162837588213903;"@anginlewat @bandacatturas Dan akun2 twitter yg sering repost dan munculin isu itu *ehm bukannya mau nuduh* tp isu rohingya muncul berbarengan dari akun2 fess kubu 02 buat video2 rohingya...";0;1;0;0;in;1181742103811878912;1732950048508690742;03_davie;https://twitter.com/03_davie/status/1733162837588213903
Fri Dec 08 16:33:02 +0000 2023;1733162779945894374;"@yawzzh sebutin 3 alasan yang membuktikan rohingya punya daya sekuat israel";0;0;0;0;in;1213116493103165440;1733100644607660147;gorgtxt;https://twitter.com/gorgtxt/status/1733162779945894374
Fri Dec 08 16:32:16 +0000 2023;1733162587515420984;"@neohistoria_id @m_marshel Harus lebih bijak menyikapi Rohingya";0;0;0;0;in;1529412784407990272;1733028831932629243;galerinews_com;https://twitter.com/galerinews_com/status/1733162587515420984
Fri Dec 08 16:32:10 +0000 2023;1733162565856035062;"Malam BEM UGM open vcs bugil bisa skrng wa aja 089692597600 Rohingya komika the K2 https://t.co/qY5v9OQxh5";0;1;6;6;in;1722245820576342016;1733162565856035062;Niiaerna;https://twitter.com/Niiaerna/status/1733162565856035062
Fri Dec 08 16:31:57 +0000 2023;1733162509279068370;"@IKorleko @ZafarPanggabean @Hamdiirawan17 @SmudgeStan Kalo punya kuota cari sendiri aja beritanya. Jangan² lu keturunan Rohingya atau orang Rohingya mangkanya bilang kek gitu";0;0;0;0;in;1563020614033903621;1732566849777463565;Ratnaaa87322367;https://twitter.com/Ratnaaa87322367/status/1733162509279068370
Fri Dec 08 16:31:56 +0000 2023;1733162504690512091;"Rohingya gatheli iku kon ngungsi ndek ndi seh sing cocok?";0;0;0;0;in;2542849111;1733162504690512091;bisajugaRiza;https://twitter.com/bisajugaRiza/status/1733162504690512091
Fri Dec 08 16:31:40 +0000 2023;1733162437388710333;"Apakah algoritma TikTok jg sekarang udah mulai ngacak2 Indonesia?  Kmrn di AS, surat Osama bin Laden viral di TikTok dan banyak akun yg mendukung argumen bin Laden. Skrg di TL TikTok Indonesia malah rame isu Rohingya, &amp  orang2 ramai menghujat hingga ingin membantai pengungsi tsb";0;1;0;0;in;546025427;1733162437388710333;tamerlane9470;https://twitter.com/tamerlane9470/status/1733162437388710333
Fri Dec 08 16:31:37 +0000 2023;1733162426076660181;"Polisi Tangkap 3 Warga Aceh yang Bawa Kabur 6 Pengungsi Rohingya https://t.co/10EYsOjsau";0;0;1;4;in;71436318;1733162426076660181;KompasTV;https://twitter.com/KompasTV/status/1733162426076660181
Fri Dec 08 16:31:22 +0000 2023;1733162364340690980;"@IKorleko @ZafarPanggabean @Hamdiirawan17 @SmudgeStan Bela Rohingya kek bela negara aja. Si paling alergi tiktok ini buka X buat apa aja. Masa gitu aja nyuruh orang buat nyari berita https://t.co/7ukg4yT4ua";0;0;0;0;in;1563020614033903621;1732566849777463565;Ratnaaa87322367;https://twitter.com/Ratnaaa87322367/status/1733162364340690980
Fri Dec 08 16:31:07 +0000 2023;1733162298070716881;"kasian betul oknum itu kehilangan ribuan suara grgr blg kita harus bantu rohingya😭 gws ya pak semangat gen brou";0;0;0;0;in;1539137821625417729;1733162298070716881;nctdew;https://twitter.com/nctdew/status/1733162298070716881
Fri Dec 08 16:30:33 +0000 2023;1733162155628007577;"@CutSarina5 Neu bahas mslh rohingya dilee pocut. Karame lom di Aceh";0;0;0;0;in;1456970869805228033;1733141237740257629;imiss_your_gaze;https://twitter.com/imiss_your_gaze/status/1733162155628007577
Fri Dec 08 16:30:32 +0000 2023;1733162152398324034;"Bahkan kemarin-kemarin saya mo ribut sama orang krn dia bilang 'Pengungsi Rohingya di tempatin ke satu pulau lalu dijatuhi nuklir' ajg! Fasisme ignorant, dukung Palestina tp Anti-Rohignya, kepala langsung berasa Meledyak. 🤯";0;0;0;0;in;1319128212379631617;1733162152398324034;tigabelashitam;https://twitter.com/tigabelashitam/status/1733162152398324034
Fri Dec 08 16:30:28 +0000 2023;1733162134853550088;"@ndriiiiaaaa Ajak inggris juga yang bawa mereka ke myanmar🤭 Myanmar nolak rohingya ya gak salah juga karena dari awal udh beda pemikiran + rohingya bukan orang asli myanmar";0;0;0;0;in;1549677542617288704;1733047113301545019;listudan;https://twitter.com/listudan/status/1733162134853550088
Fri Dec 08 16:30:22 +0000 2023;1733162110857994534;"@anginlewat @bandacatturas Isu rohingya dimunculkan bersamaan dengan sentimen negatif ke Anies (yg mana video yg bersebaran di tiktok itu hoax)  Jadi... ya keliatan jelas kalo ini black campaign untuk menjatuhkan salah satu paslon wkwkw";0;1;0;0;in;1181742103811878912;1732950048508690742;03_davie;https://twitter.com/03_davie/status/1733162110857994534
Fri Dec 08 16:30:06 +0000 2023;1733162045888167949;"ayok capres yg berani kontra rohingya langsung ku pilih tanpa babibubebo";0;0;0;0;in;1539137821625417729;1733162045888167949;nctdew;https://twitter.com/nctdew/status/1733162045888167949
Fri Dec 08 16:30:04 +0000 2023;1733162035297517620;"@bagas_pratamaP @neohistoria_id @Happiestgirl48 @m_marshel Tapi memang sih, setelah aku baca dan cari tahu sejarah nya, rohingya ini hanya korban orang penguasa2 militer di Myanmar, yg ingin mengusir etnis rohingya dari rakhine . Demi kekuasaan gitu lah";0;1;0;0;in;1482677119939653634;1733028831932629243;folklore13_1989;https://twitter.com/folklore13_1989/status/1733162035297517620
Fri Dec 08 16:30:00 +0000 2023;1733162018700481007;"Presiden Jokowi memastikan, pemerintah akan menindak tegas pelaku tindak pidana perdagangan orang (TPPO), yang diduga terlibat dalam arus pengungsi Rohingya di Tanah Air.  #rakyatmerdeka #Rohingya  https://t.co/nitRYKFCI6";0;0;0;0;in;1474011848118657029;1733162018700481007;_rakyatmerdeka;https://twitter.com/_rakyatmerdeka/status/1733162018700481007
Fri Dec 08 16:29:51 +0000 2023;1733161982134784326;"Selain Voting Pilpres 2024, KUNGKUNG88 Juga ada promo depo berapa saja udah bisa dapetin motor !!!  #kungkung88 #kung88 #rtpkungkung88 #FreePalestine #FreeGazaFromHamas #Rohingya #pilpres2024 #pilpresgembiraprogibs https://t.co/c2AfjnuKnV";0;0;0;0;in;1723023544467197952;1733161982134784326;kungkung8885308;https://twitter.com/kungkung8885308/status/1733161982134784326
Fri Dec 08 16:29:11 +0000 2023;1733161813196558693;"@irwndfrry Bahas rohingya dong bang";0;0;0;0;in;1290483381763940354;1733015822476644438;rahapppp;https://twitter.com/rahapppp/status/1733161813196558693
Fri Dec 08 16:29:02 +0000 2023;1733161776198672727;"@free666hugz @HalfanZiad @awank2017 Sodara2 gua? Mabok lo? Lo lagi ngomong ama gua apa ama orang laen? Sejak kapan gue nerima rohingya yaa?? Coba cari 1 tweet gue nerima rohingya gue transfer duit nih, mau? Goblog nya pelan2 lah 😅";0;0;0;0;in;1539327069058117632;1732255065430450282;DMSthoughts;https://twitter.com/DMSthoughts/status/1733161776198672727
Fri Dec 08 16:28:26 +0000 2023;1733161624876519790;"Info pendaftaran Rohingya, keknya enak banget diem doang dapet sejuta  #Rohingya";0;0;0;0;in;1565368480677109760;1733161624876519790;reedofmsyh;https://twitter.com/reedofmsyh/status/1733161624876519790
Fri Dec 08 16:28:14 +0000 2023;1733161572166684840;"@savicali @Mahesa_Aditya_ Yo coba kamu jd orang Aceh sehari saja, yg melihat kelakuan Orang Rohingya. Dalam tataran ide, semua mulut bisa bicara. Dalam kenyataan mari kita tenggang rasa sesama anak negeri.";0;1;0;0;in;135455057;1732945060369752567;hendriMHN;https://twitter.com/hendriMHN/status/1733161572166684840
Fri Dec 08 16:27:20 +0000 2023;1733161348807451132;"Warga dukunt Ganjar Mahfud. . BEM UGM WA Aja Komika Pil 1 The K2 Seneng Rohingya Muhammad jungkook Pil 2 Internet Gratis Ganjar CAT 2 https://t.co/2j7Lkus6R4";0;0;0;0;in;1709060268154880000;1733161348807451132;Saras_Ayu0;https://twitter.com/Saras_Ayu0/status/1733161348807451132
Fri Dec 08 16:27:07 +0000 2023;1733161292859580799;"@capekgw1 @IyanAlmas @UNHCRIndo @UNinIndonesia sudi2 aja sih kl rumah gue seluas indonesia mah, lagian tamunya jg hanya 0,001%, apalagi yg mendanai kehidupan sehari2 mrk bkn gue, tapi pihak ke-3 yg emng ngurusin pengungsi.   lagian pengungsi rohingya di indo tuh under 2000 org,  saudi aja nampung 200.000 lebih.";0;1;0;0;in;1256989499097100289;1733100715822756290;nuggetpedaz;https://twitter.com/nuggetpedaz/status/1733161292859580799
Fri Dec 08 16:26:57 +0000 2023;1733161249591242843;"@ameriken0__ @_e_g_a_n_ ini ngawur. apalagi paragraf kedua lebih ngawur. sempet dikasih suaka di Myanmar lalu di genocide? wtf bro. udh baca sejarah siapa itu Rohingya dari era sebelum jadi Burma?";0;0;0;0;in;1536947530813952000;1732748770717430201;Leonidas666_;https://twitter.com/Leonidas666_/status/1733161249591242843
Fri Dec 08 16:26:53 +0000 2023;1733161234755928397;"@deraigerimis @KamusKecil01 @herricahyadi @_aishamaharani Rusun disana jg sudah lama dipake utk pengungsi, ga hanya Rohingya, tapi jg pengungsi dari Afghanistan, bahkan kelompok Syiah dr Madura pun pernah mengungsi sementara disana. Ini yg masyarakat bnyak gatau tapi asal lempar isu liar.";0;0;0;2;in;1193272684961914880;1733087615052828911;hastinnh;https://twitter.com/hastinnh/status/1733161234755928397
Fri Dec 08 16:26:49 +0000 2023;1733161217982922955;"@IKorleko @ZafarPanggabean @Hamdiirawan17 @SmudgeStan Penyepong Rohingya gini amat. Tampung aja mereka di rumah Lo sana";0;0;0;0;in;1563020614033903621;1732566849777463565;Ratnaaa87322367;https://twitter.com/Ratnaaa87322367/status/1733161217982922955
Fri Dec 08 16:26:43 +0000 2023;1733161191483248921;"@Dav_1032 @HDN_sol @sosmedkeras Iya,termasuk Narkoba...  emang pada kriminal tu rohingya...";0;0;0;0;in;824978703524323329;1732758025512063437;Tando240489;https://twitter.com/Tando240489/status/1733161191483248921
Fri Dec 08 16:26:24 +0000 2023;1733161113846763794;"@UNinIndonesia @UNHCRIndo @IOMIndonesia @Kemlu_RI @pusinfopolhukam @Kemenkumham_RI @ASEAN @ASEAN_UN @AREAJULID @OHCHRAsia @RefugeesMedia BUBARKAN UNHCR DARI INDONESIA!! SUSAH PAYAH KERJA BANTING TULANG SUPAYA BISA MENDAPATKAN HIDUP YANG LAYAK, EH INSTANSI SATU INI MALAH NGASIH FASILITAS FULL PREMIUM KE PENGUNGSI ROHINGYA DI INDONESIA. SEJAHTERAKAN DULU RAKYAT INDONESIA SECARA MERATA KE SELURUH PELOSOK NEGERI!!";0;0;0;0;in;1206935151130759168;1732972966424850631;Happine62353024;https://twitter.com/Happine62353024/status/1733161113846763794
Fri Dec 08 16:26:18 +0000 2023;1733161085950423376;"Bocah Sekecil Ini Berkelahi Dengan Waktu, Demi Satu Impian Yang Kerap Ganggu Tidurmu.  Tapi Tidak Dengan Para Pengungsi Rohingya ini Mereka Enak Dikasih Makan Gratis 3x Sehari Tanpa Bekerja dengan Menggunakan APBD/APBN  Dimana Otak Pemerintah Sekarang ini❓ https://t.co/5lKpcn8zbx";0;0;0;0;in;1606318502981169152;1733161085950423376;INDONESIAPERKS4;https://twitter.com/INDONESIAPERKS4/status/1733161085950423376
Fri Dec 08 16:26:04 +0000 2023;1733161030166208592;"Ngeri ya, identitas punya tapi gk punya kampung, asal usul Rohingya ini darimana sih ?";0;2;0;0;in;1608053647023407106;1733161030166208592;TonyHutagalung4;https://twitter.com/TonyHutagalung4/status/1733161030166208592
Fri Dec 08 16:25:54 +0000 2023;1733160987665297490;"@savicali @Mahesa_Aditya_ Pemerintah ga ada kewajiban menampung pengungsi Rohingya, pemerintah juga berhak menolak, Polandia dan Jepang juga menolak pengungsi   Timur Tengah dan terbukti negaranya justru aman";0;0;0;0;in;1663874487614607361;1732945060369752567;bodhysathva;https://twitter.com/bodhysathva/status/1733160987665297490
Fri Dec 08 16:25:52 +0000 2023;1733160976562938055;"@neohistoria_id tulis juga donk tentang penghianatan etnis rohingya membantu inggris untuk menjajah myanmar... jgn kesedihannya aja di post";0;0;0;0;in;1625364578958983170;1733010793137098803;fyfyafiya;https://twitter.com/fyfyafiya/status/1733160976562938055
